Perihal,Dari/Untuk,Tipe,Teks_Input_Gabungan,Kategori_Target
SPPD Melany KCU Surabaya-MC RAPIM,VP Corcomm;,850 - Surat Dinas,sppd melany kcu surabayamc rapim vp corcomm,SURAT DINAS
Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT Nutra Hasiat Internasional tentang Pengiriman Surat  Dokumen dan Barang,EVP Regional IV Semarang;,851 - SPK dan PKS,perjanjian kerja sama antara pt pos indonesia persero dengan pt nutra hasiat internasional tentang pengiriman surat dokumen dan barang evp regional iv semarang,SPK DAN PKS
Perjanjian Kerja Sama antara PT Rintis Sejahtera dengan PT Pos Indonesia (Persero) tentang Fasilitas Layanan Billing Payment dan Pembayaran Online Lainnya (BPPOL) untuk Collecting Agent Nomor : PKS198/DIR-4/0724,Direktur Bisnis Jasa Keuangan;,852 - SPK dan PKS,perjanjian kerja sama antara pt rintis sejahtera dengan pt pos indonesia persero tentang fasilitas layanan billing payment dan pembayaran online lainnya bppol untuk collecting agent nomor pks198dir40724 direktur bisnis jasa keuangan,SPK DAN PKS
Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk tentang Penyediaan Layanan Kurir dan Layanan Logistik untuk Sistem Pengadaan secara Elektronik dan Sistem Pendukungnya Nomor : PKS 2307/Enterprise Business/0824,EVP Enterprise Business;,853 - SPK dan PKS,perjanjian kerja sama antara pt pos indonesia persero dengan perusahaan perseroan persero pt telekomunikasi indonesia tbk tentang penyediaan layanan kurir dan layanan logistik untuk sistem pengadaan secara elektronik dan sistem pendukungnya nomor pks 2307enterprise business0824 evp enterprise business,SPK DAN PKS
Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan Badan Pengelola Tabungan Perumahan Rakyat (BP TAPERA) tentang Pembayaran pengembalian Tabungan Perumahan Rakyat,Direktur Bisnis Jasa Keuangan;,854 - SPK dan PKS,perjanjian kerja sama antara pt pos indonesia persero dengan badan pengelola tabungan perumahan rakyat bp tapera tentang pembayaran pengembalian tabungan perumahan rakyat direktur bisnis jasa keuangan,SPK DAN PKS
Perjanjian Kerja Waktu Tertentu antara PT Pos Indonesia (Persero) dengan Joshua Alfred Hasudungan sebagai Tenaga Kerja Profesional Perusahaan Nomor : PKS 103/DIR-5/0424,Direktur Bisnis Kurir dan Logistik;,855 - SPK dan PKS,perjanjian kerja waktu tertentu antara pt pos indonesia persero dengan joshua alfred hasudungan sebagai tenaga kerja profesional perusahaan nomor pks 103dir50424 direktur bisnis kurir dan logistik,SPK DAN PKS
Perjanjian Kerahasiaan antara PT Pos Indonesia (Persero) dengan PT Madame Express Remitindo tentang Pertukaran Data dan Informasi Nomor : NDA 119/SVP Consumer Business/0724,SVP Consumer Business;,856 - SPK dan PKS,perjanjian kerahasiaan antara pt pos indonesia persero dengan pt madame express remitindo tentang pertukaran data dan informasi nomor nda 119svp consumer business0724 svp consumer business,SPK DAN PKS
Perjanjian Kerahasiaan antara PT Bank Negara Indonesia dengan PT Pos Indonesia (Persero) tentang Pertukaran Data dan Informasi Nomor : NDA 215/SVP Consumer Business/0724,SVP Consumer Business;,857 - SPK dan PKS,perjanjian kerahasiaan antara pt bank negara indonesia dengan pt pos indonesia persero tentang pertukaran data dan informasi nomor nda 215svp consumer business0724 svp consumer business,SPK DAN PKS
Surat Keputusan Direksi Nomor SK 1367/DIRUT/0724 tentang Perpanjangan Masa Tugas dan Perubahan Susunan Tim Koordinasi Penyelenggaraan Layanan Pos Universal Tahun Anggaran 2024,Direktur Utama;,858 - SK,surat keputusan direksi nomor sk 1367dirut0724 tentang perpanjangan masa tugas dan perubahan susunan tim koordinasi penyelenggaraan layanan pos universal tahun anggaran 2024 direktur utama,SK
Surat Keputusan Direksi Nomor SK 217/DIR-1/0124 tentang Perpanjangan dan Perubahan Susunan Tim Pendampingan Pemeriksaan Lapangan Bidang Perpajakan Tahun Pajak 2022 di PT Pos Indonesia (Persero),Direktur Keuangan dan Manajemen Risiko;,859 - SK,surat keputusan direksi nomor sk 217dir10124 tentang perpanjangan dan perubahan susunan tim pendampingan pemeriksaan lapangan bidang perpajakan tahun pajak 2022 di pt pos indonesia persero direktur keuangan dan manajemen risiko,SK
Surat Keputusan Direksi Nomor SK 2229/DIR-1/1023 tentang Tim Pendampingan Pemeriksaan Lapangan Bidang Perpajakan Tahun 2022 di PT Pos Indonesia (Persero),Direktur Keuangan dan Manajemen Risiko;,860 - SK,surat keputusan direksi nomor sk 2229dir11023 tentang tim pendampingan pemeriksaan lapangan bidang perpajakan tahun 2022 di pt pos indonesia persero direktur keuangan dan manajemen risiko,SK
Surat Keputusan Direksi Nomor : SK 1059/DIR-1/0624 tentang Tim Counterpart Penilaian Risk Maturity Index tahun 2023 di PT Pos Indonesia (Persero),Direktur Keuangan dan Manajemen Risiko;,861 - SK,surat keputusan direksi nomor sk 1059dir10624 tentang tim counterpart penilaian risk maturity index tahun 2023 di pt pos indonesia persero direktur keuangan dan manajemen risiko,SK
Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan Koperasi Jasa nasional Sinergi Indonesia tentang Penyelesaian Pemotongan Uang Pensiun untuk Angsuran Kredit Pensiun Nomor : PKS 232/Government and Corporate Business/0724,EVP Government and Corporate Business;,862 - SPK dan PKS,perjanjian kerja sama antara pt pos indonesia persero dengan koperasi jasa nasional sinergi indonesia tentang penyelesaian pemotongan uang pensiun untuk angsuran kredit pensiun nomor pks 232government and corporate business0724 evp government and corporate business,SPK DAN PKS
Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan Koperasi Jasa Serba Usaha POSTRA tentang Referensi untuk Pembiayaan Kredit Pensiun Nomor : PKS 181/SVP Government and Corporate Business/0624,SVP Government and Corporate Business;,863 - SPK dan PKS,perjanjian kerja sama antara pt pos indonesia persero dengan koperasi jasa serba usaha postra tentang referensi untuk pembiayaan kredit pensiun nomor pks 181svp government and corporate business0624 svp government and corporate business,SPK DAN PKS
Nota Kesepahaman antara Universitas Bina Nusantara dan PT Pos Indonesia (Persero) dalam Bidang Tridharma Perguruan Tinggi dan Pengembangan SDM Nomor : MOU 239/Corcomm/0824,Corsec;,864 - SPK dan PKS,nota kesepahaman antara universitas bina nusantara dan pt pos indonesia persero dalam bidang tridharma perguruan tinggi dan pengembangan sdm nomor mou 239corcomm0824 corsec,SPK DAN PKS
Permohonan Sponsorship Kegiatan HUT Kemerdekaan RI ke-79,Plt Rektor ULBI,866 - Surat Dinas,permohonan sponsorship kegiatan hut kemerdekaan ri ke79 plt rektor ulbi,SURAT DINAS
Permintaan Bantuan Menghadirkan Saksi,Kepala Kepolisian Resor Teluk Bintuni,867 - Surat Dinas,permintaan bantuan menghadirkan saksi kepala kepolisian resor teluk bintuni,SURAT DINAS
Undangan Mengikuti Kompetisi The Asset Manager 2024,Direktur Utama Lembaga Manajemen Aset Negara,869 - Surat Dinas,undangan mengikuti kompetisi the asset manager 2024 direktur utama lembaga manajemen aset negara,SURAT DINAS
Corporate Image Award 2024,Corporate Image (IMAC) Committee,870 - Surat Dinas,corporate image award 2024 corporate image imac committee,SURAT DINAS
Permohonan Partisipasi Kompetisi Jurnalis Kebangsaan Mahasiswa 2024,Ketua Tim Pelaksana Jurnalis Kebangsaan,871 - Surat Dinas,permohonan partisipasi kompetisi jurnalis kebangsaan mahasiswa 2024 ketua tim pelaksana jurnalis kebangsaan,SURAT DINAS
Permohonan Sponsorship,Pusbisindo Cabang Jawa Barat,872 - Surat Dinas,permohonan sponsorship pusbisindo cabang jawa barat,SURAT DINAS
Surat Penawaran untuk Perusahaan,Kepala Sekolah SMA Talenta,873 - Surat Dinas,surat penawaran untuk perusahaan kepala sekolah sma talenta,SURAT DINAS
Sponsorship Hari Santri Nasional 2024,Ketua Forum Pondok Pesantren FPP Jawa Barat,874 - Surat Dinas,sponsorship hari santri nasional 2024 ketua forum pondok pesantren fpp jawa barat,SURAT DINAS
Undangan Partisipasi Hari UMKM Nasional Tahun 2024,Gubernur Sumatera Selatan,875 - Surat Dinas,undangan partisipasi hari umkm nasional tahun 2024 gubernur sumatera selatan,SURAT DINAS
Permohonan Pengisian Kuesioner Corporate Governance Perception Index (CGPI) 2023 PT Taspen (Persero),Direktur Kepatuhan dan Manajemen Risiko PT Taspen (Persero),876 - Surat Dinas,permohonan pengisian kuesioner corporate governance perception index cgpi 2023 pt taspen persero direktur kepatuhan dan manajemen risiko pt taspen persero,SURAT DINAS
Penawaran Pelatihan Moderator & Master of Ceremony (MC),Mitra Training Indonesia (MTI),877 - Surat Dinas,penawaran pelatihan moderator master of ceremony mc mitra training indonesia mti,SURAT DINAS
Penawaran Mengikuti Pelatihan Manajemen Penanganan Perkara Perdata dan Tata Usaha Negara,Mitra Training Indonesia (MTI),878 - Surat Dinas,penawaran mengikuti pelatihan manajemen penanganan perkara perdata dan tata usaha negara mitra training indonesia mti,SURAT DINAS
Proposal Penawaran Pelatihan Layanan Advokasi Hukum,Mitra Training Indonesia (MTI),879 - Surat Dinas,proposal penawaran pelatihan layanan advokasi hukum mitra training indonesia mti,SURAT DINAS
Permohonan Orasi Ilmiah pada Wisuda AAMAI XXXI,Asosiasi Ahli Manajemen Asuransi Indonesia,880 - Surat Dinas,permohonan orasi ilmiah pada wisuda aamai xxxi asosiasi ahli manajemen asuransi indonesia,SURAT DINAS
SPK dengan PT Telkom. nomor : SPK 859/DIR-3/0824,Direktur Operasi dan Digital Services;,882 - SPK dan PKS,spk dengan pt telkom nomor spk 859dir30824 direktur operasi dan digital services,SPK DAN PKS
Adendum Pertama atas Perjanjian Kerja Sama nomor : PKS 186/ DIR-4/0821 antara PT Sarana Yukti Bandhana dengan PT Pos Indonesia (Persero) tentang Penyediaan Layanan Top Up Uang Elektronik di Kantor Pos dan/atau Agen Pos Nomor : PKS 236/ DIR-4/0824,Direktur Bisnis Jasa Keuangan;,883 - SPK dan PKS,adendum pertama atas perjanjian kerja sama nomor pks 186 dir40821 antara pt sarana yukti bandhana dengan pt pos indonesia persero tentang penyediaan layanan top up uang elektronik di kantor pos danatau agen pos nomor pks 236 dir40824 direktur bisnis jasa keuangan,SPK DAN PKS
Perjanjian Kerja Waktu Tertentu antara PT Pos Indonesia (Persero) dengan Shatria Putra Dhartia sebagai Tenaga Kerja Profesional Perusahaan Nomor : PKS 207/DIR-5/0724,Direktur Bisnis Kurir dan Logistik;,884 - SPK dan PKS,perjanjian kerja waktu tertentu antara pt pos indonesia persero dengan shatria putra dhartia sebagai tenaga kerja profesional perusahaan nomor pks 207dir50724 direktur bisnis kurir dan logistik,SPK DAN PKS
sponsorship acara 278 Pos Indonesia,Mitra;,886 - Surat Dinas,sponsorship acara 278 pos indonesia mitra,SURAT DINAS
1. Berita Acara Kesepakatan tentang Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT Bank MNC Internasional Tbk tentang Layanan Cash In dan Cash Out Motionbank melalui Kantor Pos secara Host to Host Nomor : BAK 951/DIR-4/0923 2. Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT Bank MNC Internasional Tbk tentang Layanan Cash In dan Cash Out Motionbank melalui Kantor Pos secara Host to Host Nomor : PKS 241/DIR-4/0824,Direktur Bisnis Jasa Keuangan;,887 - SPK dan PKS,1 berita acara kesepakatan tentang perjanjian kerja sama antara pt pos indonesia persero dengan pt bank mnc internasional tbk tentang layanan cash in dan cash out motionbank melalui kantor pos secara host to host nomor bak 951dir40923 2 perjanjian kerja sama antara pt pos indonesia persero dengan pt bank mnc internasional tbk tentang layanan cash in dan cash out motionbank melalui kantor pos secara host to host nomor pks 241dir40824 direktur bisnis jasa keuangan,SPK DAN PKS
Risalah Radir  Selasa 20 Agustus 2024,Corsec;,888 - risalah,risalah radir selasa 20 agustus 2024 corsec,RISALAH
Perjanjian antara PT Pos Indonesia (Persero) dengan PT Synergi Lestari Pratama tentang Pekerjaan Pengadaan Network Performance Monitoring (NPM),SVP Digital Services;,890 - SPK dan PKS,perjanjian antara pt pos indonesia persero dengan pt synergi lestari pratama tentang pekerjaan pengadaan network performance monitoring npm svp digital services,SPK DAN PKS
Keputusan Direksi PT Pos Indonesia (Persero) tentang Biaya Layanan Tambahan Kiriman Internasional,Direktur Operasi dan Digital Services;,891 - KD,keputusan direksi pt pos indonesia persero tentang biaya layanan tambahan kiriman internasional direktur operasi dan digital services,KD
Perjanjian antara PT Pos Indonesia (Persero) dan PT Sucofindo tentang Pekerjaan Pengadaan Jasa Konsultan Due Diligence dan Kelayakan Rencana Investasi Perusaahaan Nomor : 256/ SPBT/0724,SVP Strategic Planning and Business Development;,892 - SPK dan PKS,perjanjian antara pt pos indonesia persero dan pt sucofindo tentang pekerjaan pengadaan jasa konsultan due diligence dan kelayakan rencana investasi perusaahaan nomor 256 spbt0724 svp strategic planning and business development,SPK DAN PKS
Keputusan Direksi Nomor : KD 042/DIR-5/0724 tentang Tata Kelola Account Manager,Direktur Bisnis Kurir dan Logistik;,893 - KD,keputusan direksi nomor kd 042dir50724 tentang tata kelola account manager direktur bisnis kurir dan logistik,KD
Surat Keputusan Direksi Nomor SK 1615/DIRUT/0824 tentang Susunan Keanggotaan Tim Pelaksana Tugas Nasional dan Regional Pendistribusian Bantuan Pangan Cadangan Beras Pemerintah Alokasi Agustus  Oktober  Desember 2024,Direktur Utama;,894 - SK,surat keputusan direksi nomor sk 1615dirut0824 tentang susunan keanggotaan tim pelaksana tugas nasional dan regional pendistribusian bantuan pangan cadangan beras pemerintah alokasi agustus oktober desember 2024 direktur utama,SK
Nota Kesepahaman antara PT Pos Indonesia (Persero) dengan PT Bhumi Visatanda Indonesia tentang Pemanfaatan Layanan Jasa dan Potensi Masing-Masing Pihak,Corsec;,896 - SPK dan PKS,nota kesepahaman antara pt pos indonesia persero dengan pt bhumi visatanda indonesia tentang pemanfaatan layanan jasa dan potensi masingmasing pihak corsec,SPK DAN PKS
Adendum atas Perjanjian Kerja Sama Nomor : PKS 103/ DIR-4/0522 antara PT Airpay International Indonesia dan PT Pos Indonesia (Persero) tentang Layanan Shopeepay Nomor : PKS245/ DIR-4/0824,Direktur Bisnis Jasa Keuangan;,897 - SPK dan PKS,adendum atas perjanjian kerja sama nomor pks 103 dir40522 antara pt airpay international indonesia dan pt pos indonesia persero tentang layanan shopeepay nomor pks245 dir40824 direktur bisnis jasa keuangan,SPK DAN PKS
Perjanjian Jasa Angkutan Pendistribusian Bantuan Pangan Cadangan Beras Pemerintah Tahun 2024 antara PERUM BULOG dengan PT Pos Indonesia (Persero) Nomor : PKS 209/DIRUT/0724,Direktur Utama;,898 - SPK dan PKS,perjanjian jasa angkutan pendistribusian bantuan pangan cadangan beras pemerintah tahun 2024 antara perum bulog dengan pt pos indonesia persero nomor pks 209dirut0724 direktur utama,SPK DAN PKS
Adendum Perjanjian Jasa Angkutan Pendistribusian Bantuan Pangan Cadangan Beras Pemerintah Tahun 2024 antara PERUM BULOG dengan PT Pos Indonesia (Persero) Nomor : PKS 214/ DIRUT/0724,Direktur Utama;,899 - SPK dan PKS,adendum perjanjian jasa angkutan pendistribusian bantuan pangan cadangan beras pemerintah tahun 2024 antara perum bulog dengan pt pos indonesia persero nomor pks 214 dirut0724 direktur utama,SPK DAN PKS
Surat Keputusan Nomor SK 1303/DIRUT/0624 tentang Perubahan Kedua atas Surat Keputusan PT Pos Indonesia (Persero) nomor : SK 882/DIRUT/0524 tentang Ubahan Surat Keputusan Pos Indonesia Nomor SK 701/DIRUT/0424 tentang Penugasan Khusus Proyek Penanganan Piutang di Lingkungan PT Pos Indonesia (Persero),Direktur Utama;,900 - SK,surat keputusan nomor sk 1303dirut0624 tentang perubahan kedua atas surat keputusan pt pos indonesia persero nomor sk 882dirut0524 tentang ubahan surat keputusan pos indonesia nomor sk 701dirut0424 tentang penugasan khusus proyek penanganan piutang di lingkungan pt pos indonesia persero direktur utama,SK
Adendum Keenam atas Perjanjian Kerja Sama Nomor : PKS 199/ DIR-5/0918 antara PT Tokopedia dengan PT Pos Indonesia (Persero) dengan PT Pos Indonesia tentang Layanan Pengiriman Barang Nomor : PKS 164/Retail Business/0624,SVP Retail Business;,901 - SPK dan PKS,adendum keenam atas perjanjian kerja sama nomor pks 199 dir50918 antara pt tokopedia dengan pt pos indonesia persero dengan pt pos indonesia tentang layanan pengiriman barang nomor pks 164retail business0624 svp retail business,SPK DAN PKS
Keputusan Direksi Nomor KD 038/DIRUT/0724 tentang Kebijakan Penetapan Koefisien Atribusi Biaya untuk Perhitungan Layanan Transaksi Keuangan pada Layanan Pos Universal,Direktur Utama;,902 - KD,keputusan direksi nomor kd 038dirut0724 tentang kebijakan penetapan koefisien atribusi biaya untuk perhitungan layanan transaksi keuangan pada layanan pos universal direktur utama,KD
Perjanjian Kerja Waktu Tertentu antara PT Pos Indonesia (Persero) dengan Dudya Dermawan sebagai Tenaga Kerja Profesional Perusahaan Nomor : PKS 204/DIR-4/0724,Direktur Bisnis Jasa Keuangan;,903 - SPK dan PKS,perjanjian kerja waktu tertentu antara pt pos indonesia persero dengan dudya dermawan sebagai tenaga kerja profesional perusahaan nomor pks 204dir40724 direktur bisnis jasa keuangan,SPK DAN PKS
Perjanjian antara PT Pos Indonesia (Persero) dengan PT Ihsan Solusi Informatika tentang Pekerjaan Pengadaan Pengembangan Module QRIS Customer Presented Mode  QRIS Cross Order Nomor : PKS 186/Digital Services/0724,SVP Digital Services;,904 - SPK dan PKS,perjanjian antara pt pos indonesia persero dengan pt ihsan solusi informatika tentang pekerjaan pengadaan pengembangan module qris customer presented mode qris cross order nomor pks 186digital services0724 svp digital services,SPK DAN PKS
Risalah Radir  Selasa 27 Agustus 2024,Direksi;,905 - risalah,risalah radir selasa 27 agustus 2024 direksi,RISALAH
Surat Penunjukan,Keuangan;,907 - Surat Dinas,surat penunjukan keuangan,SURAT DINAS
Penghapusbukuan Bangunan eks KCP Surabaya Kenjeran,Direktur Keuangan dan MR dan Direktur Utama;,909 - Surat Dinas,penghapusbukuan bangunan eks kcp surabaya kenjeran direktur keuangan dan mr dan direktur utama,SURAT DINAS
Penghapusbukuan Bangunan eks KCP Surabayaperak,Direktur Keuangan dan MR dan Direktur Utama;,910 - Surat Dinas,penghapusbukuan bangunan eks kcp surabayaperak direktur keuangan dan mr dan direktur utama,SURAT DINAS
Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT Bank Jabar Banten Syariah tentang Penyelesaian Pemotongan Uang Pensiun untuk Angsuran Pembiayaan Pensiun Nomor : PKS 230/Government and Corporate Business/0824,EVP Government and Corporate Business;,911 - SPK dan PKS,perjanjian kerja sama antara pt pos indonesia persero dengan pt bank jabar banten syariah tentang penyelesaian pemotongan uang pensiun untuk angsuran pembiayaan pensiun nomor pks 230government and corporate business0824 evp government and corporate business,SPK DAN PKS
Surat Keputusan Direksi tentang Susunan Keanggotaan Tim Pelaksana Penyaluran Bantuan Sosial Kementerian Sosial Republik Indonesia Tahun 2024,Direktur Utama;,912 - SK,surat keputusan direksi tentang susunan keanggotaan tim pelaksana penyaluran bantuan sosial kementerian sosial republik indonesia tahun 2024 direktur utama,SK
Persetujuan Pembayaran Uang Apresiasi Panitia dan Petugas Upacara Dalam Memperingati Hari Lahir Pancasila Tahun 2024,VP Manajemen Keuangan;,913 - Surat Dinas,persetujuan pembayaran uang apresiasi panitia dan petugas upacara dalam memperingati hari lahir pancasila tahun 2024 vp manajemen keuangan,SURAT DINAS
Persetujuan Pembayaran Uang Apresiasi Panitia dan Petugas Upacara Dalam Memperingati Hari Kartini Tahun 2024,VP Manajemen Keuangan;,914 - Surat Dinas,persetujuan pembayaran uang apresiasi panitia dan petugas upacara dalam memperingati hari kartini tahun 2024 vp manajemen keuangan,SURAT DINAS
Persetujuan Pembayaran Uang Apresiasi Panitia dan Petugas Upacara Dalam Memperingati Hari Kebangkitan Nasional ke-116 Tahun 2024,VP Manajemen Keuangan;,915 - Surat Dinas,persetujuan pembayaran uang apresiasi panitia dan petugas upacara dalam memperingati hari kebangkitan nasional ke116 tahun 2024 vp manajemen keuangan,SURAT DINAS
Persetujuan Pembayaran Uang Apresiasi Panitia dan Petugas Upacara Dalam Memperingati Hari Kemerdekaan Republik Indonesia Tahun 2024,VP Manajemen Keuangan;,916 - Surat Dinas,persetujuan pembayaran uang apresiasi panitia dan petugas upacara dalam memperingati hari kemerdekaan republik indonesia tahun 2024 vp manajemen keuangan,SURAT DINAS
Perjanjian Kerja Waktu Tertentu antara PT Pos Indonesia (Persero) dengan Endang Wahyudin sebagai Tenaga Kerja Profesional Perusahaan Nomor : PKS 225/DIR-1/0824,Direktur Keuangan dan Manajemen Risiko;,918 - pks,perjanjian kerja waktu tertentu antara pt pos indonesia persero dengan endang wahyudin sebagai tenaga kerja profesional perusahaan nomor pks 225dir10824 direktur keuangan dan manajemen risiko,PKS
Pengantar Proposal Bantuan Operasional Rumah Asuh Bina Bunaya,Ketua YPS Al Huda Kreatif,919 - proposal,pengantar proposal bantuan operasional rumah asuh bina bunaya ketua yps al huda kreatif,PROPOSAL
Uluran Kasih Natal,Panitia Natal bersama Umat pedalaman Gpsk Kasih Karunia,920 - Surat Dinas,uluran kasih natal panitia natal bersama umat pedalaman gpsk kasih karunia,SURAT DINAS
Undangan Diskusi,Kepala Departemen Pengaturan dan Pengembangan Pasar Modal OJK,921 - Surat Dinas,undangan diskusi kepala departemen pengaturan dan pengembangan pasar modal ojk,SURAT DINAS
Mosi Tidak Percaya Kepemimpinan EGM KCU Padang 25000 a.n Sdr Tiarsa Wahyudin AS,DPC SPPI Padang,922 - Surat Dinas,mosi tidak percaya kepemimpinan egm kcu padang 25000 an sdr tiarsa wahyudin as dpc sppi padang,SURAT DINAS
Pelaksanaan Survei Penilaian Integritas Direktorat Jenderal Anggaran Tahun 2024,a.n Direktur Jenderal Anggaran Sekretaris Direktorat Jenderal Anggaran,923 - Surat Dinas,pelaksanaan survei penilaian integritas direktorat jenderal anggaran tahun 2024 an direktur jenderal anggaran sekretaris direktorat jenderal anggaran,SURAT DINAS
Advanced Electronic Services User Group-Election of the Chair,Director of the Postal Technology Centre and Secretary of the AESUG UPU,924 - Surat Dinas,advanced electronic services user groupelection of the chair director of the postal technology centre and secretary of the aesug upu,SURAT DINAS
Perjanjian Kerja Waktu Tertentu antara PT Pos Indonesia (Persero) dengan Yaser Caesar Zidan sebagai Tenaga Kerja Profesional Perusahaan Nomor : PKS 206/DIR-5/0924,Direktur Bisnis Kurir dan Logistik;,926 - SPK dan PKS,perjanjian kerja waktu tertentu antara pt pos indonesia persero dengan yaser caesar zidan sebagai tenaga kerja profesional perusahaan nomor pks 206dir50924 direktur bisnis kurir dan logistik,SPK DAN PKS
Perjanjian Kerja Waktu Tertentu antara PT Pos Indonesia (Persero) dengan Wahyu Hamdani sebagai Tenaga Kerja Profesional Perusahaan Nomor : PKS 205/DIR-6/0924,Direktur Business Development and Portofolio Management;,927 - SPK dan PKS,perjanjian kerja waktu tertentu antara pt pos indonesia persero dengan wahyu hamdani sebagai tenaga kerja profesional perusahaan nomor pks 205dir60924 direktur business development and portofolio management,SPK DAN PKS
Perjanjian Kerahasiaan antara PT Pos Indonesia (Persero) dengan PT Mitra Kasih Perkasa tentang Pertukaran Data dan Informasi Nomor : NDA 249/SVP Consumer Business/0924,SVP Consumer Business;,928 - SPK dan PKS,perjanjian kerahasiaan antara pt pos indonesia persero dengan pt mitra kasih perkasa tentang pertukaran data dan informasi nomor nda 249svp consumer business0924 svp consumer business,SPK DAN PKS
Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT Wahana Transformasi Digital Indonesia tentang Pemanfaatan Giropos dan Kemitraan Pospay secara Host to Host,SVP Consumer Business;,930 - SPK dan PKS,perjanjian kerja sama antara pt pos indonesia persero dengan pt wahana transformasi digital indonesia tentang pemanfaatan giropos dan kemitraan pospay secara host to host svp consumer business,SPK DAN PKS
Proposal Labschool Cup 2024,SMA Labschool UPI Present,931 - proposal,proposal labschool cup 2024 sma labschool upi present,PROPOSAL
Undangan Edukasi Coretax,Kepala Kantor Pelayanan Pajak Wajib Pajak Besar Empat  Kementerian Keuangan,932 - Surat Dinas,undangan edukasi coretax kepala kantor pelayanan pajak wajib pajak besar empat kementerian keuangan,SURAT DINAS
Estimasi Pembayaran Kewajiban Bunga Periode Agustus 2024,Corporate Lending Department Bank KB Bukopin,933 - Surat Dinas,estimasi pembayaran kewajiban bunga periode agustus 2024 corporate lending department bank kb bukopin,SURAT DINAS
Permohonan Kerja Sama Sponsorship,Pengurus Karang Taruna Kota Surabaya,935 - proposal,permohonan kerja sama sponsorship pengurus karang taruna kota surabaya,PROPOSAL
Business Case UMKM Center,Dirbiskurlog dan Dirkeug MR;,936 - Surat Dinas,business case umkm center dirbiskurlog dan dirkeug mr,SURAT DINAS
Adendum Kedua atas Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT BRI (Persero) Tbk tentang Sinergi Pemanfaatan Aplikasi BRIMO untuk Transaksi Jasa Layanan Pengiriman,SVP Retail Business;,937 - SPK dan PKS,adendum kedua atas perjanjian kerja sama antara pt pos indonesia persero dengan pt bri persero tbk tentang sinergi pemanfaatan aplikasi brimo untuk transaksi jasa layanan pengiriman svp retail business,SPK DAN PKS
Surat Keputusan Direksi Nomor SK 1907/DIRUT/0924 tentang Satuan Tugas Pelaksana dan Pengembangan Usaha Mikro Kecil dan Menengah (UMKM) Center Tahun 2024,Direktur Utama;,938 - SK,surat keputusan direksi nomor sk 1907dirut0924 tentang satuan tugas pelaksana dan pengembangan usaha mikro kecil dan menengah umkm center tahun 2024 direktur utama,SK
SPK/PKS Div legal (karyadi),Corsec;,941 - SPK dan PKS,spkpks div legal karyadi corsec,SPK DAN PKS
SPK/PKS Div legal (karyadi),Corsec;,942 - SPK dan PKS,spkpks div legal karyadi corsec,SPK DAN PKS
End User License Agreement (EULA) Aplikasi PosAja UMKM,SVP Retail Business;,943 - Surat Dinas,end user license agreement eula aplikasi posaja umkm svp retail business,SURAT DINAS
Perjanjian Kerja Sama antara Dana Pensiun Pertamina dengan PT Pos Indonesia (Persero) tentang Pemutakhiran Data  Pemanfaatan Layanan Jasa Pos dan Jasa Penyaluran Dana,Direktur Bisnis Jasa Keuangan;,944 - SPK dan PKS,perjanjian kerja sama antara dana pensiun pertamina dengan pt pos indonesia persero tentang pemutakhiran data pemanfaatan layanan jasa pos dan jasa penyaluran dana direktur bisnis jasa keuangan,SPK DAN PKS
Risalah Radir  Selasa 10 September 2024,Direksi;,946 - risalah,risalah radir selasa 10 september 2024 direksi,RISALAH
Perjanjian Kerahasiaan antara PT Indosat Tbk dengan PT Pos Indonesia (Persero),SVP Consumer Business;,948 - SPK dan PKS,perjanjian kerahasiaan antara pt indosat tbk dengan pt pos indonesia persero svp consumer business,SPK DAN PKS
Perjanjian Kerahasiaan antara PT Indonesia Comnets Plus dengan PT Pos Indonesia (Persero),EVP Government and Corporate Business;,949 - SPK dan PKS,perjanjian kerahasiaan antara pt indonesia comnets plus dengan pt pos indonesia persero evp government and corporate business,SPK DAN PKS
Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT Remid Karya Indonesia tentang Penerimaan Pembayaran Multi Biller melalui Sistem Online Payment Point Pos Nomor : PKS 240/ DIR-4/0824,SVP Givernment and Corporate Business;,950 - SPK dan PKS,perjanjian kerja sama antara pt pos indonesia persero dengan pt remid karya indonesia tentang penerimaan pembayaran multi biller melalui sistem online payment point pos nomor pks 240 dir40824 svp givernment and corporate business,SPK DAN PKS
